id,baslik,url,metin,sair,kitap_adi,yayin_yili,donem,kelime_sayisi
430,Mersin'de,https://www.antoloji.com/mersin-de-siiri/?siralama=p,"Günlerim ne iyi geçti Mersin'de

Alabildiğine deniz, sonra sen

Karanlık gecelerin ötesinde

Tek sevgili, yine tek hatıra sen
Unutulur mu derin şafaklarda

Seninle geçen mesut dakikalar

Birer şarkı gibiydi dudaklarda

Güneşler, yıldızlar ve şahikalar
Böyle de olsa, gönlümce de olsa

Seninle geçen her an dünyaya değer

Sabah da, akşam da, gece de olsa
Bir daha dünyaya gelirsem eğer

İsterim ömrümün her senesinde

Günlerim hep böyle geçsin Mersin'de

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 3.2.2002 05:20:00",,,,Belirsiz,75
431,Birinci Mektup,https://www.antoloji.com/birinci-mektup-siiri/,"geceydi...

bütün insanların çırılçıplak olduğu bir zamandı.

onları düşünüyordum; gümüş tepsilerdeki kristal kadehlerden

zamanı yudumlayan insanları düşünüyordum.

irili ufaklı aynaların karşısında

enseleri bembeyaz kadınlar boyanıyordu.

uzun uzun parmakları  vardı kadınların.

öpülmeye alışmış dolgun dudakları vardı.

kocaman kocamandı kalçaları.

o kadınları düşünüyordum.
bir kurt bir geyiği kovalıyordu yüreğimde.

geyik soluk soluğaydı, yorgundu, bitkindi.

karların üzerinde akıp giden bir yıldız gibiydi.

koşuyordu.

koşmak kurtuluş değildi belki, 

ama bir ümitti.

koşmalıydı.
oysa birer namlu ağzıydı kurdun gözleri.

avına güvenle, şehvetle yaklaşıyordu.

yeni bilenmiş, sedef saplı bıçaklara benziyordu dişleri.

bütün dileği et ve kandı.

istese geyiğe hemen yetişebilirdi

ama uzasın istiyordu bu şehvetli koşu

bu bütün damarlarına yayılan sarhoşluk

bitmesin istiyordu.
ben seni düşünüyordum.

çünkü geceydi.

sevişme zamanıydı insanların.

yalnızdım.

beni kuşatan duvarlar birer beyaz çarşaftı bu saatte.

kapılar tüylü, yumuşak battaniyelere benziyordu.
ben seni düşünüyordum.

kimbilir ne güzeldin soyunduğun zaman? 

nasıl kadındın? 

nasıl öpüşürdün kimbilir? 

nasıl kadın kadın kokardı her yerin? 

tutup avuçlarıma sığdırıyodum seni, 

gözlerime, dudaklarıma sığdırıyordum.
sensiz kahrolmak vardı.

seninle yaşamak vardı dolu dizgin.

seninle her gece birbirimizi yenilemek vardı odalarda.

odalara sığmamak vardı.

bir sel gibi taşmak vardı gecelerden.
elimi uzatsam tutabilirdim seni, 

öyle yakındın.

zamana kokun sinmişti.

belki de uzaktan günlerce koşsam

yetişemezdim sana.

zamana kokun sinmişti.
tuttum resmini indirdim duvardan.

duvar ağlamaya başladı.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 9.9.2001 23:57:00",,,,Belirsiz,213
432,Birinci Mektup,https://www.antoloji.com/birinci-mektup-siiri/?siralama=p,"geceydi...

bütün insanların çırılçıplak olduğu bir zamandı.

onları düşünüyordum; gümüş tepsilerdeki kristal kadehlerden

zamanı yudumlayan insanları düşünüyordum.

irili ufaklı aynaların karşısında

enseleri bembeyaz kadınlar boyanıyordu.

uzun uzun parmakları  vardı kadınların.

öpülmeye alışmış dolgun dudakları vardı.

kocaman kocamandı kalçaları.

o kadınları düşünüyordum.
bir kurt bir geyiği kovalıyordu yüreğimde.

geyik soluk soluğaydı, yorgundu, bitkindi.

karların üzerinde akıp giden bir yıldız gibiydi.

koşuyordu.

koşmak kurtuluş değildi belki, 

ama bir ümitti.

koşmalıydı.
oysa birer namlu ağzıydı kurdun gözleri.

avına güvenle, şehvetle yaklaşıyordu.

yeni bilenmiş, sedef saplı bıçaklara benziyordu dişleri.

bütün dileği et ve kandı.

istese geyiğe hemen yetişebilirdi

ama uzasın istiyordu bu şehvetli koşu

bu bütün damarlarına yayılan sarhoşluk

bitmesin istiyordu.
ben seni düşünüyordum.

çünkü geceydi.

sevişme zamanıydı insanların.

yalnızdım.

beni kuşatan duvarlar birer beyaz çarşaftı bu saatte.

kapılar tüylü, yumuşak battaniyelere benziyordu.
ben seni düşünüyordum.

kimbilir ne güzeldin soyunduğun zaman? 

nasıl kadındın? 

nasıl öpüşürdün kimbilir? 

nasıl kadın kadın kokardı her yerin? 

tutup avuçlarıma sığdırıyodum seni, 

gözlerime, dudaklarıma sığdırıyordum.
sensiz kahrolmak vardı.

seninle yaşamak vardı dolu dizgin.

seninle her gece birbirimizi yenilemek vardı odalarda.

odalara sığmamak vardı.

bir sel gibi taşmak vardı gecelerden.
elimi uzatsam tutabilirdim seni, 

öyle yakındın.

zamana kokun sinmişti.

belki de uzaktan günlerce koşsam

yetişemezdim sana.

zamana kokun sinmişti.
tuttum resmini indirdim duvardan.

duvar ağlamaya başladı.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 9.9.2001 23:57:00",,,,Belirsiz,213
433,Uzuyor Yıllar Gibi Dakikalar Sen Yoksan,https://www.antoloji.com/uzuyor-yillar-gibi-dakikalar-sen-yoksan-siiri/,"Uzuyor yıllar gibi dakikalar sen yoksan

Teselliler, ümitler neye yarar sen yoksan

Alev alev yanarken bilsen nasıl her gece

Bin defa oluyorum ferce kadar sen yoksan.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:53:00",,,,Belirsiz,34
434,Uzuyor Yıllar Gibi Dakikalar Sen Yoksan,https://www.antoloji.com/uzuyor-yillar-gibi-dakikalar-sen-yoksan-siiri/?siralama=p,"Uzuyor yıllar gibi dakikalar sen yoksan

Teselliler, ümitler neye yarar sen yoksan

Alev alev yanarken bilsen nasıl her gece

Bin defa oluyorum ferce kadar sen yoksan.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:53:00",,,,Belirsiz,34
435,Hatırlar Mısın,https://www.antoloji.com/hatirlar-misin-siiri/,"Hatırlar mısın

Göz göze gelişimizi ilk defa

Bakışlarımızın çakmaklaşışını

Bir aksam vakti, yakınlarda

Bir yerlerde bir şeylerin yanışını

Hatırlar misin
Hatırlar misin

İlk öptüğüm günü dudaklarından

Başımın dönmesini, tenimin tutuşmasını

Yıllar yılı kendi yatağında kaybolan

Nehrimin, denizine kavuşmasını

Hatırlar misin
Hatırlar misin

Ayrı yaşadığımız binlerce geceden ayrı

Bir geceyi, sabahsız, çılgın, dopdolu

Ve senin özleminle sımsıkı saran kolu

Hatırlar misin
Hatırlar misin

Ormanda dibe vurusunu gün ışığının

Ağaçların ürperişini derinden

Basını omsuzuma koyusunu, dalgın

Sonra bir yangının başlayışını ellerinden

Hatırlar misin
Hatırlar misin

Kendimizden geçerek, alabildiğine

Birlikte gittiğimiz o yerleri

O ağaçlı yol, o serin kumsal, o meyhane

Ve güllerin ağlayışını bir aksam üzeri

Hatırlar misin
Hatırlar misin

Nasıl bir koşuydu o doludizgin

Ne kadar yoğu var etmiştik birlikte

O seven gönüllerimiz bir çift güvercin

Gibi nasıl kanat çıkmışlardı mavilikte

Hatırlar misin
Hatırlar misin

Gün boyu seninle cağlar astığımızı

Bir yalan dünyada yalansız severek

Tanrıya yaklaşıp Tanrılaştığımızı

Söyle hatırlar misin bir gün beni

Hatırlar misin ?.........

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:39:00",,,,Belirsiz,164
436,Hatırlar Mısın,https://www.antoloji.com/hatirlar-misin-siiri/?siralama=p,"Hatırlar mısın

Göz göze gelişimizi ilk defa

Bakışlarımızın çakmaklaşışını

Bir aksam vakti, yakınlarda

Bir yerlerde bir şeylerin yanışını

Hatırlar misin
Hatırlar misin

İlk öptüğüm günü dudaklarından

Başımın dönmesini, tenimin tutuşmasını

Yıllar yılı kendi yatağında kaybolan

Nehrimin, denizine kavuşmasını

Hatırlar misin
Hatırlar misin

Ayrı yaşadığımız binlerce geceden ayrı

Bir geceyi, sabahsız, çılgın, dopdolu

Ve senin özleminle sımsıkı saran kolu

Hatırlar misin
Hatırlar misin

Ormanda dibe vurusunu gün ışığının

Ağaçların ürperişini derinden

Basını omsuzuma koyusunu, dalgın

Sonra bir yangının başlayışını ellerinden

Hatırlar misin
Hatırlar misin

Kendimizden geçerek, alabildiğine

Birlikte gittiğimiz o yerleri

O ağaçlı yol, o serin kumsal, o meyhane

Ve güllerin ağlayışını bir aksam üzeri

Hatırlar misin
Hatırlar misin

Nasıl bir koşuydu o doludizgin

Ne kadar yoğu var etmiştik birlikte

O seven gönüllerimiz bir çift güvercin

Gibi nasıl kanat çıkmışlardı mavilikte

Hatırlar misin
Hatırlar misin

Gün boyu seninle cağlar astığımızı

Bir yalan dünyada yalansız severek

Tanrıya yaklaşıp Tanrılaştığımızı

Söyle hatırlar misin bir gün beni

Hatırlar misin ?.........

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:39:00",,,,Belirsiz,164
437,Giden Gençliğe,https://www.antoloji.com/giden-genclige-siiri/,"Umudum, heyecanım bitmez pınardı bitti

Gençliğim deli dolu esen rüzgardı, gitti

Neydi o sarhoşluklar, dünyaya bos vermeler

O bir başka mevsimdi, bir ilkbahardı gitti

Tadı, rengi değişti birer birer her şeyin

En mutlu, en doyulmaz yaşantılardı, gitti

Çektiler ellerini elimden sevgililer

Bir zaman bu gönülde kimler yaşardı, gitti

Hani hiç bitmeyecek sandığım güzellikler

Ne sevinçler, gülüşler ve neler vardı, gitti

Kalakaldım böyle ben ortada paramparça

Her gelen yüreğimden bir şey kopardı, gitti

Hey benim doyamadığım deli fişek gençliğim

İçimde bir zamanlar bir kor yanardı, bitti

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:27:00",,,,Belirsiz,93
438,Giden Gençliğe,https://www.antoloji.com/giden-genclige-siiri/?siralama=p,"Umudum, heyecanım bitmez pınardı bitti

Gençliğim deli dolu esen rüzgardı, gitti

Neydi o sarhoşluklar, dünyaya bos vermeler

O bir başka mevsimdi, bir ilkbahardı gitti

Tadı, rengi değişti birer birer her şeyin

En mutlu, en doyulmaz yaşantılardı, gitti

Çektiler ellerini elimden sevgililer

Bir zaman bu gönülde kimler yaşardı, gitti

Hani hiç bitmeyecek sandığım güzellikler

Ne sevinçler, gülüşler ve neler vardı, gitti

Kalakaldım böyle ben ortada paramparça

Her gelen yüreğimden bir şey kopardı, gitti

Hey benim doyamadığım deli fişek gençliğim

İçimde bir zamanlar bir kor yanardı, bitti

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:27:00",,,,Belirsiz,93
439,Zaman,https://www.antoloji.com/zaman-24-siiri/,"Bütün duvarlara çizdiğimiz resim

Geçip karşısına ağladığımız

Ey dünya kurulalı çözülmeyen sır

Ey yüzyıllardır kovaladığımız
Bir gölge gibi, bir rüya gibi

Ey sardıkça kollarımızda kaybolan

Ömür boyunca taptığımız kadın ey

Ey en büyük fahişe, ey zaman

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.12.2001 04:18:00",,,,Belirsiz,44
440,Zaman,https://www.antoloji.com/zaman-24-siiri/?siralama=p,"Bütün duvarlara çizdiğimiz resim

Geçip karşısına ağladığımız

Ey dünya kurulalı çözülmeyen sır

Ey yüzyıllardır kovaladığımız
Bir gölge gibi, bir rüya gibi

Ey sardıkça kollarımızda kaybolan

Ömür boyunca taptığımız kadın ey

Ey en büyük fahişe, ey zaman

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.12.2001 04:18:00",,,,Belirsiz,44
441,Değişik Zamanlar,https://www.antoloji.com/degisik-zamanlar-siiri/,"18.45 
En geç yediye çeyrek kala evdeyim 

Ben gelene kadar bütün üzüntülerinden kurtulmalısın 

Borcumuz varmış, derdimiz varmış düşünme 

Ümitsizlik fakirlerin harcı değil 
Saksının yerini değiştir 

Göreceksin daha güzel olacak 

Aç pencereyi odamız havalansın 

Sonra mutlu geceleri düşün sabahları değil 
Gelir gelmez sarıl boynuma, öp beni 

Geçsin bütün yorgunluğum dudaklarında 

Doldursun yatakları aşkımız 

Biz de insanız elbet Tanrı Değil. 
22.30 
Seni bir güzel öpmeliyim önce 

Dudaklarımın nelere kaadir olduğunu anlamalısın 

Sonra sen istemelisin yatağı 

O baygın başdönmesini 

O tatlı yorgunluğu 

O ölüp ölüp yeniden var olmayı 
Yatağımız büyük olmalı büyük 

Bir odayı doldurmalı kucaklaşmamız 

Kırmızı ışığı sevmem 

yeşil bir ampul yanmalı abajurda 

Dışarısı alabildiğine karanlık olmalı 

Senin mutlu aydınlığına inat 

Ve ben sabahın ilk ışıkları altında 

Seni bir kere daha sevmeliyim. 
7.15 
Beni 7.15 de uyandır 

Akşamdan kur saati uyuyup kalmayalım 

Zamanlar içinde en güzel sabah çayı 

Sonra giyinip traş olmalıyım 
Artık ayrılmalıyız, üzülme 

Göreceksin akşam çabuk olacak 

Haydi gülümseyerek uğurla beni 

Son otobüse yetişmeliyim.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 26.11.2000 10:10:00",,,,Belirsiz,162
442,Değişik Zamanlar,https://www.antoloji.com/degisik-zamanlar-siiri/?siralama=p,"18.45 
En geç yediye çeyrek kala evdeyim 

Ben gelene kadar bütün üzüntülerinden kurtulmalısın 

Borcumuz varmış, derdimiz varmış düşünme 

Ümitsizlik fakirlerin harcı değil 
Saksının yerini değiştir 

Göreceksin daha güzel olacak 

Aç pencereyi odamız havalansın 

Sonra mutlu geceleri düşün sabahları değil 
Gelir gelmez sarıl boynuma, öp beni 

Geçsin bütün yorgunluğum dudaklarında 

Doldursun yatakları aşkımız 

Biz de insanız elbet Tanrı Değil. 
22.30 
Seni bir güzel öpmeliyim önce 

Dudaklarımın nelere kaadir olduğunu anlamalısın 

Sonra sen istemelisin yatağı 

O baygın başdönmesini 

O tatlı yorgunluğu 

O ölüp ölüp yeniden var olmayı 
Yatağımız büyük olmalı büyük 

Bir odayı doldurmalı kucaklaşmamız 

Kırmızı ışığı sevmem 

yeşil bir ampul yanmalı abajurda 

Dışarısı alabildiğine karanlık olmalı 

Senin mutlu aydınlığına inat 

Ve ben sabahın ilk ışıkları altında 

Seni bir kere daha sevmeliyim. 
7.15 
Beni 7.15 de uyandır 

Akşamdan kur saati uyuyup kalmayalım 

Zamanlar içinde en güzel sabah çayı 

Sonra giyinip traş olmalıyım 
Artık ayrılmalıyız, üzülme 

Göreceksin akşam çabuk olacak 

Haydi gülümseyerek uğurla beni 

Son otobüse yetişmeliyim.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 26.11.2000 10:10:00",,,,Belirsiz,162
443,Şaşırtmaca,https://www.antoloji.com/sasirtmaca-siiri/,"Önce iki şiir okuyacağım

İkiside birbirinden güzel

Beğenmiyeceksin
Sonra hayallerimden bahsedeceğim

Yepyeni otomobillerden,evlerden bahsedeceğim

İnanmayacaksın
Sokakta bir adam sana laf atacak

Tutup öldüreceğim

Sevinmiyeceksin
Kutuplara gideceğim senin için

Öldü mü kaldı mı diye

Düşünmeyeceksin
Sonunda iskambil kağıtlarından 

Bir köşk yapacağım sana

Şaşırıp kalacaksın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 19.9.2000 12:12:00",,,,Belirsiz,51
444,Şaşırtmaca,https://www.antoloji.com/sasirtmaca-siiri/?siralama=p,"Önce iki şiir okuyacağım

İkiside birbirinden güzel

Beğenmiyeceksin
Sonra hayallerimden bahsedeceğim

Yepyeni otomobillerden,evlerden bahsedeceğim

İnanmayacaksın
Sokakta bir adam sana laf atacak

Tutup öldüreceğim

Sevinmiyeceksin
Kutuplara gideceğim senin için

Öldü mü kaldı mı diye

Düşünmeyeceksin
Sonunda iskambil kağıtlarından 

Bir köşk yapacağım sana

Şaşırıp kalacaksın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 19.9.2000 12:12:00",,,,Belirsiz,51
445,Doremifa,https://www.antoloji.com/doremifa-siiri/,"İşte uzaklara gittim çok uzaklara 

Kıyısında bu soğuk denizlerin 

Seni düşünüyorum Doremifa 

Ayaklarımın altında kumlar çıtırdıyor 

Başımda büyük dalgaların sarhoşluğu 

Denizin yeşilinde gözlerini görüyorum 

Köpüklerin beyazlığında ellerini 
Senin için balıklar tutuyorum vazolar dolusu 

Kırmızı balıklar yeşil balıklar mor balıklar 

Canım sıkılıyor dudakların aklıma geldikçe 

Tutup denizleri sarıya boyuyorum 

Gökyüzünü siyaha 

Bu bulutlar sana benziyor 

Bu bulutlar senin gibi 

Oysa sen bulutlara benzerdin Doremifa. 
Uzaktan gemiler geçiyor duman gibi hayal gibi 

Büyük kanatlı kuşlar dönüyor başımda 

Dudaklarımda sevdiğin şarkılar 

Elimde bir bıçak var kana bulanmış 

Kumların üstüne adını yazıyorum 

Sana gelme diyorum 

Sana git diyorum 

Elimde bıçak var diyorum sana 

Üstüme gelme 
İşte uzaklara gittim çok uzaklara 

Gözlerimin önünde alabildiğine deniz yemyeşil 

Alabildiğine gökyüzü masmavi 

Alabildiğine bir keder içimde kapkara 

Seni düşünüyorum 

Famiredo 

Famiredo 

Doremifa

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:20:00",,,,Belirsiz,132
446,Doremifa,https://www.antoloji.com/doremifa-siiri/?siralama=p,"İşte uzaklara gittim çok uzaklara 

Kıyısında bu soğuk denizlerin 

Seni düşünüyorum Doremifa 

Ayaklarımın altında kumlar çıtırdıyor 

Başımda büyük dalgaların sarhoşluğu 

Denizin yeşilinde gözlerini görüyorum 

Köpüklerin beyazlığında ellerini 
Senin için balıklar tutuyorum vazolar dolusu 

Kırmızı balıklar yeşil balıklar mor balıklar 

Canım sıkılıyor dudakların aklıma geldikçe 

Tutup denizleri sarıya boyuyorum 

Gökyüzünü siyaha 

Bu bulutlar sana benziyor 

Bu bulutlar senin gibi 

Oysa sen bulutlara benzerdin Doremifa. 
Uzaktan gemiler geçiyor duman gibi hayal gibi 

Büyük kanatlı kuşlar dönüyor başımda 

Dudaklarımda sevdiğin şarkılar 

Elimde bir bıçak var kana bulanmış 

Kumların üstüne adını yazıyorum 

Sana gelme diyorum 

Sana git diyorum 

Elimde bıçak var diyorum sana 

Üstüme gelme 
İşte uzaklara gittim çok uzaklara 

Gözlerimin önünde alabildiğine deniz yemyeşil 

Alabildiğine gökyüzü masmavi 

Alabildiğine bir keder içimde kapkara 

Seni düşünüyorum 

Famiredo 

Famiredo 

Doremifa

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:20:00",,,,Belirsiz,132
447,Faruk Nafiz Çamlıbel,https://www.antoloji.com/faruk-nafiz-camlibel-siiri/,"'Bir zaman lale de sendin bize peymane de sen'

Az mı sular içtik o Çoban Çeşmeleri'nden
Bir zaman senden esti şiirin rüzgarları

Hala bir anıt gibi durur Han Duvarları
İşte o kızıl saçlar, işte suda halkalar

Memleket türküleri, yarım kalan mısralar
Dinledik neyden kaç yıl en güzel besteleri

Seyrettik şiirinde o eski bahçeleri
Ali'si Ayşe'siyle sendeydi memleketim

Yaz, ölümsüz şairim, şiirine hasretim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.2.2002 05:22:00",,,,Belirsiz,70
448,Faruk Nafiz Çamlıbel,https://www.antoloji.com/faruk-nafiz-camlibel-siiri/?siralama=p,"'Bir zaman lale de sendin bize peymane de sen'

Az mı sular içtik o Çoban Çeşmeleri'nden
Bir zaman senden esti şiirin rüzgarları

Hala bir anıt gibi durur Han Duvarları
İşte o kızıl saçlar, işte suda halkalar

Memleket türküleri, yarım kalan mısralar
Dinledik neyden kaç yıl en güzel besteleri

Seyrettik şiirinde o eski bahçeleri
Ali'si Ayşe'siyle sendeydi memleketim

Yaz, ölümsüz şairim, şiirine hasretim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.2.2002 05:22:00",,,,Belirsiz,70
449,Ölülerin Gözyaşı,https://www.antoloji.com/olulerin-gozyasi-siiri/,"Siz ölüler ne yaparsınız toprağın altında

Canınız sıkılmaz mı? 

Öyle çırılçıplak üşümez misiniz? 

Eviniz, vatanınız hatırınıza gelmez mi? 

Dünyada kalanları düşünmez misiniz? 
Acıkınca canınız neler ister kimbilir

Et mi, ekmek mi, şeker mi, tuz mu? 

Kiminiz karpuzu, kiminiz kavunu severdi

Yoksa acıkmayı unuttunuz mu? 
Güzel bir kadın geçse yakınınızdan

Ayaklarının sesini duymaz mısınız? 

Günleriniz nasıl geçer orada? 

Geceleri uyumaz mısınız? 
Ölüm sizi kör mü etti, sağır mı etti? 

Öpülmek istemez mi dudaklarınız? 

Ya özlediğiniz, acı çektiğiniz zaman

Bizim gibi ağlar mısınız?

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.2.2002 05:16:00",,,,Belirsiz,89
450,Ölülerin Gözyaşı,https://www.antoloji.com/olulerin-gozyasi-siiri/?siralama=p,"Siz ölüler ne yaparsınız toprağın altında

Canınız sıkılmaz mı? 

Öyle çırılçıplak üşümez misiniz? 

Eviniz, vatanınız hatırınıza gelmez mi? 

Dünyada kalanları düşünmez misiniz? 
Acıkınca canınız neler ister kimbilir

Et mi, ekmek mi, şeker mi, tuz mu? 

Kiminiz karpuzu, kiminiz kavunu severdi

Yoksa acıkmayı unuttunuz mu? 
Güzel bir kadın geçse yakınınızdan

Ayaklarının sesini duymaz mısınız? 

Günleriniz nasıl geçer orada? 

Geceleri uyumaz mısınız? 
Ölüm sizi kör mü etti, sağır mı etti? 

Öpülmek istemez mi dudaklarınız? 

Ya özlediğiniz, acı çektiğiniz zaman

Bizim gibi ağlar mısınız?

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.2.2002 05:16:00",,,,Belirsiz,89
451,Güller Ağlar İçimde,https://www.antoloji.com/guller-aglar-icimde-siiri/,"Duysak ayak seslerini akşamın

Ve sokaklardan el ayak çekilse

Bir ürpertiyle duyarım o zaman

Seni çağıran sesi uzaklardan
Ne zaman ayrılık saati gelse

Bir gariplik çöker içime birden

Kalan tek anı gibi bir devirden

Durmadan çalınır o gamlı beste

Sanki bilir de hazin öykümüzü

Bulutlar ağlar, kararır gökyüzü
Ne zaman ayrılık saati gelse

Bir çaresizliği anlatır gibi

Birden değişir gözlerinin rengi

Mavi solar, koyulaşır yeşilse

Sarınca ruhunu eski bir hüzün

Uçar gider pembeliği yüzünün
Ne zaman ayrılık saati gelse

Uzatsan özlemle dudaklarını

Tüm ağaçlar döker yapraklarını

Ne çiçek kalır ortada, ne bahçe

Sadece uğultusu o rüzgarın

Ve bir umut kırıntısı: belki yarın
Ne zaman ayrılık saati gelse

Bir fırtına çıkmışçasına, büyük

İçimizdeki güllerin boynu bükük

Bir zaman kalakalırım öylece

Neden sonra gittiğini anlarım

İçimde güller ağlar, ben ağlarım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:31:00",,,,Belirsiz,136
452,Güller Ağlar İçimde,https://www.antoloji.com/guller-aglar-icimde-siiri/?siralama=p,"Duysak ayak seslerini akşamın

Ve sokaklardan el ayak çekilse

Bir ürpertiyle duyarım o zaman

Seni çağıran sesi uzaklardan
Ne zaman ayrılık saati gelse

Bir gariplik çöker içime birden

Kalan tek anı gibi bir devirden

Durmadan çalınır o gamlı beste

Sanki bilir de hazin öykümüzü

Bulutlar ağlar, kararır gökyüzü
Ne zaman ayrılık saati gelse

Bir çaresizliği anlatır gibi

Birden değişir gözlerinin rengi

Mavi solar, koyulaşır yeşilse

Sarınca ruhunu eski bir hüzün

Uçar gider pembeliği yüzünün
Ne zaman ayrılık saati gelse

Uzatsan özlemle dudaklarını

Tüm ağaçlar döker yapraklarını

Ne çiçek kalır ortada, ne bahçe

Sadece uğultusu o rüzgarın

Ve bir umut kırıntısı: belki yarın
Ne zaman ayrılık saati gelse

Bir fırtına çıkmışçasına, büyük

İçimizdeki güllerin boynu bükük

Bir zaman kalakalırım öylece

Neden sonra gittiğini anlarım

İçimde güller ağlar, ben ağlarım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 19:31:00",,,,Belirsiz,136
453,Bu Şehrin Sokakları,https://www.antoloji.com/bu-sehrin-sokaklari-siiri/,"Hangi sokaktan geçsem

Pırıl pırıldır parke taşları

Ayağın değsin yeter

Açılır kapısı cümle güzelliklerin

Kaldırımlar taş mıdır, çimen midir, bilinmez

Bu şehirde sokaklar seni düşünür

Bu sokaklarda evler seninle dolu

Bu evlerde huzur bir şarkıdır söylediğin

Sen yürürken bir kilim dokunur kilometreler boyunca

Düşer kaldırımlara nakış nakış güzelliğin

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.1.2002 05:15:00",,,,Belirsiz,56
454,Bu Şehrin Sokakları,https://www.antoloji.com/bu-sehrin-sokaklari-siiri/?siralama=p,"Hangi sokaktan geçsem

Pırıl pırıldır parke taşları

Ayağın değsin yeter

Açılır kapısı cümle güzelliklerin

Kaldırımlar taş mıdır, çimen midir, bilinmez

Bu şehirde sokaklar seni düşünür

Bu sokaklarda evler seninle dolu

Bu evlerde huzur bir şarkıdır söylediğin

Sen yürürken bir kilim dokunur kilometreler boyunca

Düşer kaldırımlara nakış nakış güzelliğin

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.1.2002 05:15:00",,,,Belirsiz,56
455,Ses Duvarı,https://www.antoloji.com/ses-duvari-siiri/,"Hep o tren sesleri, vapur düdükleri

Başımın içinde hep o çıngırak

Bir adam yürür geceleri alnımda

Kocaman elleriyle davul çalarak
Dört nala bir atın sağrısındayım ben

Yüzümde nal izleri korkunç ve derin

Cankurtaranlar geçiyor uzaktan

Keskin çığlığı içimde sirenlerin
Ya bu sesler ne? Hiç durmayan, çelik

Bir bıçakla demirlerin pasını kazıyan kim

Hangi kampana çalıyor böyle düzensiz

Gök gürültüsü mü nedir işittiklerim
Bir kamyon yokuş çıkıyor, dinleyin

Ses duvarını aştı bir jet ansızın

Ve bir ekspres homurtularla giriyor gara

Bütün sesleri beynimde zonkluyor dünyamızın
Durdurun ne olursunuz bu araçları

Pervaneler dönmesin, motorlar sussun

İndirin uçakları gökyüzünden, sıkıldım

Bütün ses duvarlarınız sizin olsun
Alın gidin artık gürültülerinizi

Savaşlarınızı başka bir yerde yapın

Biraz olsun dinlensin yorgun başımız

Ey gürültücü insanları sessiz dünyanın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 2.9.2002 05:08:00",,,,Belirsiz,129
456,Ses Duvarı,https://www.antoloji.com/ses-duvari-siiri/?siralama=p,"Hep o tren sesleri, vapur düdükleri

Başımın içinde hep o çıngırak

Bir adam yürür geceleri alnımda

Kocaman elleriyle davul çalarak
Dört nala bir atın sağrısındayım ben

Yüzümde nal izleri korkunç ve derin

Cankurtaranlar geçiyor uzaktan

Keskin çığlığı içimde sirenlerin
Ya bu sesler ne? Hiç durmayan, çelik

Bir bıçakla demirlerin pasını kazıyan kim

Hangi kampana çalıyor böyle düzensiz

Gök gürültüsü mü nedir işittiklerim
Bir kamyon yokuş çıkıyor, dinleyin

Ses duvarını aştı bir jet ansızın

Ve bir ekspres homurtularla giriyor gara

Bütün sesleri beynimde zonkluyor dünyamızın
Durdurun ne olursunuz bu araçları

Pervaneler dönmesin, motorlar sussun

İndirin uçakları gökyüzünden, sıkıldım

Bütün ses duvarlarınız sizin olsun
Alın gidin artık gürültülerinizi

Savaşlarınızı başka bir yerde yapın

Biraz olsun dinlensin yorgun başımız

Ey gürültücü insanları sessiz dünyanın

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 2.9.2002 05:08:00",,,,Belirsiz,129
