id,baslik,url,metin,sair,kitap_adi,yayin_yili,donem,kelime_sayisi
457,Musiki,https://www.antoloji.com/musiki-siiri/,"Alev alev yanmadadır 

Ruhumda deniz köpüğü 

Benimle uyanmadadır 

Tanrıların en büyüğü 
Dünyalara sığamıyan 

Sessizlikler içindeyim 

Uyan, siyah ruhum uyan 

Mavilikler içindeyim 
Sür ey masmavi zaman sür 

Bir cihanı dinliyorum 

Bütün genişliğiyle hür 

O ummanı dinliyorum. 
Ömrün sustuğu yerdeyim 

Sorma: Niçin, nasıl, hangi 

Bedenim, ruhum, herşeyim 

Tanrı huzurunda sanki.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:39:00",,Deniz Musikisi,1949.0,Erken Dönem (1947–1962),56
458,Musiki,https://www.antoloji.com/musiki-siiri/?siralama=p,"Alev alev yanmadadır 

Ruhumda deniz köpüğü 

Benimle uyanmadadır 

Tanrıların en büyüğü 
Dünyalara sığamıyan 

Sessizlikler içindeyim 

Uyan, siyah ruhum uyan 

Mavilikler içindeyim 
Sür ey masmavi zaman sür 

Bir cihanı dinliyorum 

Bütün genişliğiyle hür 

O ummanı dinliyorum. 
Ömrün sustuğu yerdeyim 

Sorma: Niçin, nasıl, hangi 

Bedenim, ruhum, herşeyim 

Tanrı huzurunda sanki.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:39:00",,Deniz Musikisi,1949.0,Erken Dönem (1947–1962),56
459,Yalnız Kadınlar,https://www.antoloji.com/yalniz-kadinlar-siiri/,"Kim bilir yalnızlığı kadınlar kadar 

Karlı dağların en yüksek tepeleri mi 

Terk edilmiş şehirlerin caddeleri mi

Gökyüzünün yıldızsız geceleri mi 
Kadınlar bir ömür boyunca yalnız 

Ta dünya kurulduğundan beri 

Yalnızlık ışığını yakar her gece 

Sonsuz karanlığımızda elleri 
Nasıl yağmur yağarsa yalnızlığına şehrin 

Öyle mahzun ve yalnız kadınlar tanıdım 

Denizler ortasında geniş ve derin 
Bir dünya gördüm kadınların gözlerinde kapkara 

Yalnızlık ne imiş anladım 

Acıdım kadınlara

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:42:00",,,,Belirsiz,73
460,Yalnız Kadınlar,https://www.antoloji.com/yalniz-kadinlar-siiri/?siralama=p,"Kim bilir yalnızlığı kadınlar kadar 

Karlı dağların en yüksek tepeleri mi 

Terk edilmiş şehirlerin caddeleri mi

Gökyüzünün yıldızsız geceleri mi 
Kadınlar bir ömür boyunca yalnız 

Ta dünya kurulduğundan beri 

Yalnızlık ışığını yakar her gece 

Sonsuz karanlığımızda elleri 
Nasıl yağmur yağarsa yalnızlığına şehrin 

Öyle mahzun ve yalnız kadınlar tanıdım 

Denizler ortasında geniş ve derin 
Bir dünya gördüm kadınların gözlerinde kapkara 

Yalnızlık ne imiş anladım 

Acıdım kadınlara

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:42:00",,,,Belirsiz,73
461,Ölüme Gazel,https://www.antoloji.com/olume-gazel-siiri/,"Ne kötü bir dünya bu; sevgisiz, acımasız

Yaşarken dolu dizgin, ölüvermek apansız
Sen, en güzel yerinde olsan bile yaşamın

Alırlar, götürürler bir yerlere zamansız
Bütün o sevdiklerin, dostların, yakınların

Koyup giderler seni orada yapayalnız
Çalkalanır gidersin kapkara bir boşlukta

Ne sevinç, ne de keder; artık her şey anlamsız
Hakkin yok üşümeye, ağlamaya, gülmeye

Unutma! ölüsün sen, boş bir kalıpsın cansız
Her şey geride kaldı, ne sandın yalan dünya

Gördüğün gibi iste; bir olum var yalansız.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:09:00",,,,Belirsiz,83
462,Ölüme Gazel,https://www.antoloji.com/olume-gazel-siiri/?siralama=p,"Ne kötü bir dünya bu; sevgisiz, acımasız

Yaşarken dolu dizgin, ölüvermek apansız
Sen, en güzel yerinde olsan bile yaşamın

Alırlar, götürürler bir yerlere zamansız
Bütün o sevdiklerin, dostların, yakınların

Koyup giderler seni orada yapayalnız
Çalkalanır gidersin kapkara bir boşlukta

Ne sevinç, ne de keder; artık her şey anlamsız
Hakkin yok üşümeye, ağlamaya, gülmeye

Unutma! ölüsün sen, boş bir kalıpsın cansız
Her şey geride kaldı, ne sandın yalan dünya

Gördüğün gibi iste; bir olum var yalansız.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:09:00",,,,Belirsiz,83
463,Teselli,https://www.antoloji.com/teselli-7-siiri/,"Memnunum yaşamaktan

Güzel bir kadın görsem

Gönlüm şenlenir

İki kadeh içsem

Başım dumanlanır

Hele bir de sevebilsem

İnsanları canı yürekten

Dünyalar benim olur

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.2.2002 05:27:00",,,,Belirsiz,31
464,Teselli,https://www.antoloji.com/teselli-7-siiri/?siralama=p,"Memnunum yaşamaktan

Güzel bir kadın görsem

Gönlüm şenlenir

İki kadeh içsem

Başım dumanlanır

Hele bir de sevebilsem

İnsanları canı yürekten

Dünyalar benim olur

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 8.2.2002 05:27:00",,,,Belirsiz,31
465,Çirkin Kadınlar,https://www.antoloji.com/cirkin-kadinlar-siiri/,"Rüyamda çirkin kadınlar gördüm dün gece 

Yüzlerini elleriyle kapatmışlardı 

Bakışlarında çirkin olmanın utancı 

Kalplerinde Tanrıların merhameti vardı. 
Ölümü hatırlattı bana çirkin kadınlar 

Ölüm daha güzel değildi yaşamaktan 

Bakıp bakıp ağladılar sessizce 

Bütün aynalara uzaktan 
Bir asır kadar uzun dakikalar geçti 

Yalvardılar Tanrıya çirkin kadınlar 

Güzel olmayı dilediler gök gibi, deniz gibi 
Bir an için Tanrı olmadığıma yandım 

Rüyamda çirkin kadınlar gördüm dün gece 

Ve bir ölüm uykusundan uyandım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:18:00",,,,Belirsiz,76
466,Çirkin Kadınlar,https://www.antoloji.com/cirkin-kadinlar-siiri/?siralama=p,"Rüyamda çirkin kadınlar gördüm dün gece 

Yüzlerini elleriyle kapatmışlardı 

Bakışlarında çirkin olmanın utancı 

Kalplerinde Tanrıların merhameti vardı. 
Ölümü hatırlattı bana çirkin kadınlar 

Ölüm daha güzel değildi yaşamaktan 

Bakıp bakıp ağladılar sessizce 

Bütün aynalara uzaktan 
Bir asır kadar uzun dakikalar geçti 

Yalvardılar Tanrıya çirkin kadınlar 

Güzel olmayı dilediler gök gibi, deniz gibi 
Bir an için Tanrı olmadığıma yandım 

Rüyamda çirkin kadınlar gördüm dün gece 

Ve bir ölüm uykusundan uyandım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:18:00",,,,Belirsiz,76
467,İhtiras,https://www.antoloji.com/ihtiras-siiri/,"Bir yağmur mevsimi sevişmeliyiz seninle

O kapkara, o delinmiş gökkubbenin altında

Çılgınlar gibi...

Islak çimenlerin üstünde boylu boyunca...

Yağmur altında saatlerce günlerce

Hep benim olmalısın böyle serin böyle soğuk

Baksana çıplak atlar üşüyor mu

Ne boyunlarında atkı

Ne üstlerinde yağmurluk
Bir yaz elbisesi giy, ipekli

Öyle gel benimle yağmur altına

Ayakların çamurlu, elbisen tenine yapışmış olsun

Hep böyle kadın, hep böyle istekli

Ve gözyaşların...

Yağmura karışmış olsun

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.10.2001 17:40:00",,,,Belirsiz,75
468,İhtiras,https://www.antoloji.com/ihtiras-siiri/?siralama=p,"Bir yağmur mevsimi sevişmeliyiz seninle

O kapkara, o delinmiş gökkubbenin altında

Çılgınlar gibi...

Islak çimenlerin üstünde boylu boyunca...

Yağmur altında saatlerce günlerce

Hep benim olmalısın böyle serin böyle soğuk

Baksana çıplak atlar üşüyor mu

Ne boyunlarında atkı

Ne üstlerinde yağmurluk
Bir yaz elbisesi giy, ipekli

Öyle gel benimle yağmur altına

Ayakların çamurlu, elbisen tenine yapışmış olsun

Hep böyle kadın, hep böyle istekli

Ve gözyaşların...

Yağmura karışmış olsun

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.10.2001 17:40:00",,,,Belirsiz,75
469,Güneyin Ağustosları,https://www.antoloji.com/guneyin-agustoslari-siiri/,"Benim memleketim yanar kavrulur şimdi

Tarlalarda başaklar sararmıştır

Yel esmez, yaprak kımıldamaz ağaçta

İnsanları yağmur diye göğe el açmıştır
Bir bulut görünse uzaklardan, güler yüzleri

Yalınayak çocuklar koşuşur tozlu yollardan

Oysa ne yağmur yağar, ne rüzgar çıkar

Bilmem ki Tanrı ne ister bu garip kullardan
Geceleri gökte binlerce yıldız

Aydınlatır yamalı cibinlikleri

Erkekleri uyur, hayale dalar genç kızları

Giyerler düşlerinde beyaz gelinlikleri
Gönüllerde umutlar hevenk hevenk

Üzümler bağlarda salkım salkımdır

Ellikten çıkar elleri pamuk toplamaktan

Onlar benim memleketlim, benim halkımdır
Alışkındırlar her mihneti çekmeğe

Derileri güneşten kalınlaşmış, kararmıştır

Dururlar güneşin altında bir kara heykel gibi

Yüzlerine bakmayın, sıtmadan sararmıştır
Benim memleketim yanar kavrulur şimdi

Bıçak açmaz ağızları, her gün aynı matemdir

Yağmur değil, alev yağar, ölüm göklerden

Ağustos burda cennet orda cehennemdir

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 3.2.2002 05:19:00",,,,Belirsiz,130
470,Güneyin Ağustosları,https://www.antoloji.com/guneyin-agustoslari-siiri/?siralama=p,"Benim memleketim yanar kavrulur şimdi

Tarlalarda başaklar sararmıştır

Yel esmez, yaprak kımıldamaz ağaçta

İnsanları yağmur diye göğe el açmıştır
Bir bulut görünse uzaklardan, güler yüzleri

Yalınayak çocuklar koşuşur tozlu yollardan

Oysa ne yağmur yağar, ne rüzgar çıkar

Bilmem ki Tanrı ne ister bu garip kullardan
Geceleri gökte binlerce yıldız

Aydınlatır yamalı cibinlikleri

Erkekleri uyur, hayale dalar genç kızları

Giyerler düşlerinde beyaz gelinlikleri
Gönüllerde umutlar hevenk hevenk

Üzümler bağlarda salkım salkımdır

Ellikten çıkar elleri pamuk toplamaktan

Onlar benim memleketlim, benim halkımdır
Alışkındırlar her mihneti çekmeğe

Derileri güneşten kalınlaşmış, kararmıştır

Dururlar güneşin altında bir kara heykel gibi

Yüzlerine bakmayın, sıtmadan sararmıştır
Benim memleketim yanar kavrulur şimdi

Bıçak açmaz ağızları, her gün aynı matemdir

Yağmur değil, alev yağar, ölüm göklerden

Ağustos burda cennet orda cehennemdir

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 3.2.2002 05:19:00",,,,Belirsiz,130
471,Yanan Gül,https://www.antoloji.com/yanan-gul-siiri/,"Ne kadar saklasan özlediğin belli

Söndüremezsin içindeki yangını

Başlamışsa zamanların en güzeli

Artık susturamazsın dudaklarını

Anlatır özlemini bana derinden

Yanan alnınla, terleyen avuçların

Alevler taşarken gözbebeklerinden

Yakar degdigi yeri parmak uçların

Çok geç bu sevdadan dönebilmek icin

bak! şimdi seninle dopdolu aynalar

Bu özlemli halinle daha güzelsin

Benimde saçımdan tırnagıma kadar

Tutuşan, yanan bir şey var her yerimde

Sen şimdi alevden bir gülsün ellerimde.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.8.2000 15:49:00",,,,Belirsiz,72
472,Yanan Gül,https://www.antoloji.com/yanan-gul-siiri/?siralama=p,"Ne kadar saklasan özlediğin belli

Söndüremezsin içindeki yangını

Başlamışsa zamanların en güzeli

Artık susturamazsın dudaklarını

Anlatır özlemini bana derinden

Yanan alnınla, terleyen avuçların

Alevler taşarken gözbebeklerinden

Yakar degdigi yeri parmak uçların

Çok geç bu sevdadan dönebilmek icin

bak! şimdi seninle dopdolu aynalar

Bu özlemli halinle daha güzelsin

Benimde saçımdan tırnagıma kadar

Tutuşan, yanan bir şey var her yerimde

Sen şimdi alevden bir gülsün ellerimde.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.8.2000 15:49:00",,,,Belirsiz,72
473,Yalnızlığa Sone,https://www.antoloji.com/yalnizliga-sone-siiri/,"Güneşin akşam hüzünle battığı

Karşıdaki karlı dağlar yalnız

Düşe yaprak, esen rüzgar yalnız

İnsanda ölümün yalnızlığı
Yalnız düşünceler paramparça

Yalnız hatıralar kırık dökük

Yalnızlık zor, yalnızlık büyük

İnsanın yalnızlığı bambaşka
Dünyada yalnız olmayan ne var

Yer altında ölüler, gökte yıldız

Denizlerde yelkenliler yalnız
Ve insan yalnız tanrılar kadar

Üzerinde ümitle yaşadığımız

Dünyaya sığmıyor yalnızlığımız

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.1.2002 05:15:00",,,,Belirsiz,62
474,Yalnızlığa Sone,https://www.antoloji.com/yalnizliga-sone-siiri/?siralama=p,"Güneşin akşam hüzünle battığı

Karşıdaki karlı dağlar yalnız

Düşe yaprak, esen rüzgar yalnız

İnsanda ölümün yalnızlığı
Yalnız düşünceler paramparça

Yalnız hatıralar kırık dökük

Yalnızlık zor, yalnızlık büyük

İnsanın yalnızlığı bambaşka
Dünyada yalnız olmayan ne var

Yer altında ölüler, gökte yıldız

Denizlerde yelkenliler yalnız
Ve insan yalnız tanrılar kadar

Üzerinde ümitle yaşadığımız

Dünyaya sığmıyor yalnızlığımız

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.1.2002 05:15:00",,,,Belirsiz,62
475,Üç,https://www.antoloji.com/uc-2-siiri/,"Bir adam üçe bölündü

Ömrün daracık sokaklarında

Üç ışık yandı ansızın

O yorgun gözkapaklarında
Bir adam üç kadın seviyordu

Üçünün ismi dudaklarında

Üç güneş doğuyordu aşk gecelerinin

Paramparça olmuş şafaklarında
Bir adam üç kere öldü

Üç ölüm gezdi ellerinde, ayaklarında

Şimdi üç mezarı var

Yaşadığı şehrin uzaklarında

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.2.2002 05:09:00",,,,Belirsiz,55
476,Üç,https://www.antoloji.com/uc-2-siiri/?siralama=p,"Bir adam üçe bölündü

Ömrün daracık sokaklarında

Üç ışık yandı ansızın

O yorgun gözkapaklarında
Bir adam üç kadın seviyordu

Üçünün ismi dudaklarında

Üç güneş doğuyordu aşk gecelerinin

Paramparça olmuş şafaklarında
Bir adam üç kere öldü

Üç ölüm gezdi ellerinde, ayaklarında

Şimdi üç mezarı var

Yaşadığı şehrin uzaklarında

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 7.2.2002 05:09:00",,,,Belirsiz,55
477,Karanlıklar Üstüne,https://www.antoloji.com/karanliklar-ustune-siiri/,"Artık hiç sabah olmayacak yavrum 

Çok uzun sürecek bu siyah gece 

Ta zaman durunca, ömür bitince 

Alış karanlığa, gözlerini yum 

Artık hiç sabah olmayacak yavrum 
Bilirim, bu mor sükutu bilirim 

Beyaz olmalı geceler, bembeyaz 

Karanlıklar üstünedir şiirim 

Bilirim, bu mor sükutu bilirim 
Dağlar gibi deryalar gibi sonsuz 

Karanlık, karanlık ölümden beter 

Bir yol ki hayatla beraber biter 

Taştan bir sükut ki hissiz ve ruhsuz 

Dağlar gibi, deryalar gibi sonsuz 
Artık hiç sabah olmayacak yavrum 

Bitkin gözlerime son bir defa bak 

Bir daha o yerden gün doğmayacak 

Bu mor gecelerde kayboldu ruhum 

Artık hiç sabah olmayacak yavrum.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:37:00",,,,Belirsiz,104
478,Karanlıklar Üstüne,https://www.antoloji.com/karanliklar-ustune-siiri/?siralama=p,"Artık hiç sabah olmayacak yavrum 

Çok uzun sürecek bu siyah gece 

Ta zaman durunca, ömür bitince 

Alış karanlığa, gözlerini yum 

Artık hiç sabah olmayacak yavrum 
Bilirim, bu mor sükutu bilirim 

Beyaz olmalı geceler, bembeyaz 

Karanlıklar üstünedir şiirim 

Bilirim, bu mor sükutu bilirim 
Dağlar gibi deryalar gibi sonsuz 

Karanlık, karanlık ölümden beter 

Bir yol ki hayatla beraber biter 

Taştan bir sükut ki hissiz ve ruhsuz 

Dağlar gibi, deryalar gibi sonsuz 
Artık hiç sabah olmayacak yavrum 

Bitkin gözlerime son bir defa bak 

Bir daha o yerden gün doğmayacak 

Bu mor gecelerde kayboldu ruhum 

Artık hiç sabah olmayacak yavrum.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 4.1.2001 14:37:00",,,,Belirsiz,104
479,Sensizliğe Sone,https://www.antoloji.com/sensizlige-sone-siiri/,"Sensizliğin ölüme benzediği o yerde

Bir el uzanır çeker beni yaşamaktan

O kalır dolu, hüzün dolu gecelerde

Birer kan çanağı gözlerim ağlamaktan
Gitgide yayılır damarlarıma yokluğun

Bir hançer bilenir kalbimde soğuk, sivri

Durup vurur başıma sarhoşluğun

Üst üste içilen dopdolu kadehler gibi
Artık ne yapsam bos, uykular gitti gelmez

Vıcık vıcık bir gecedir ellilerimde kalan

Güneş dogmayı, karanlık bitmeyi bilmez
Saplanır kalbime bir turlu geçmez zaman

İçerim senden uzak günlerin getirdiği

Yavaş yavaş öldüren bu zehir sensizliği.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:31:00",,,,Belirsiz,85
480,Sensizliğe Sone,https://www.antoloji.com/sensizlige-sone-siiri/?siralama=p,"Sensizliğin ölüme benzediği o yerde

Bir el uzanır çeker beni yaşamaktan

O kalır dolu, hüzün dolu gecelerde

Birer kan çanağı gözlerim ağlamaktan
Gitgide yayılır damarlarıma yokluğun

Bir hançer bilenir kalbimde soğuk, sivri

Durup vurur başıma sarhoşluğun

Üst üste içilen dopdolu kadehler gibi
Artık ne yapsam bos, uykular gitti gelmez

Vıcık vıcık bir gecedir ellilerimde kalan

Güneş dogmayı, karanlık bitmeyi bilmez
Saplanır kalbime bir turlu geçmez zaman

İçerim senden uzak günlerin getirdiği

Yavaş yavaş öldüren bu zehir sensizliği.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 20:31:00",,,,Belirsiz,85
481,Deli Olmak İşten Değil,https://www.antoloji.com/deli-olmak-isten-degil-siiri/,"Düşüncem var, dağlar kadar

Deli olmak işten değil

Bende kış, alemde bahar

Deli olmak işten değil
İşiten yok, ağla bağır

Tanrı dilsiz, alem sağır

Düşünceler öyle ağır

Deli olmak işten değil
Arzu, o bitmeyen yarış

Kara toprak sona varış

Ömür dediğin bir karış

Deli olmak işten değil
Sonsuzluğa giden gemi

Sürükler de düşüncemi

Vehim sarar her gecemi

Deli olmak işten değil
Karanlık mal oldu bana

Gerçek hayal oldu bana

Dostlar! bir hal oldu bana

Deli olmak işten değil

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 2.9.2002 05:06:00",,,,Belirsiz,86
482,Deli Olmak İşten Değil,https://www.antoloji.com/deli-olmak-isten-degil-siiri/?siralama=p,"Düşüncem var, dağlar kadar

Deli olmak işten değil

Bende kış, alemde bahar

Deli olmak işten değil
İşiten yok, ağla bağır

Tanrı dilsiz, alem sağır

Düşünceler öyle ağır

Deli olmak işten değil
Arzu, o bitmeyen yarış

Kara toprak sona varış

Ömür dediğin bir karış

Deli olmak işten değil
Sonsuzluğa giden gemi

Sürükler de düşüncemi

Vehim sarar her gecemi

Deli olmak işten değil
Karanlık mal oldu bana

Gerçek hayal oldu bana

Dostlar! bir hal oldu bana

Deli olmak işten değil

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 2.9.2002 05:06:00",,,,Belirsiz,86
483,Orası,https://www.antoloji.com/orasi-siiri/,"Aldım oraya çıkardım seni

Ta oraya

Yetişemeyeceğim kadar yüksek

Varamayacağım kadar uzak

Ve şimdi

Sen bana oradan bakıyorsun.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 9.9.2001 10:11:00",,,,Belirsiz,26
484,Orası,https://www.antoloji.com/orasi-siiri/?siralama=p,"Aldım oraya çıkardım seni

Ta oraya

Yetişemeyeceğim kadar yüksek

Varamayacağım kadar uzak

Ve şimdi

Sen bana oradan bakıyorsun.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 9.9.2001 10:11:00",,,,Belirsiz,26
485,Niğde'den,https://www.antoloji.com/nigde-den-siiri/,"Evimden karlı dağlar görünür Niğde'de

Baktıkça hüzünlenir, efkarlanırım

Sığmaz bu dağlara kaderim, sığmaz

Dayanılır dert değil bu Tanrım
Niğde bir taş yığını, toprak yığını

Bir gök var burada denize benzer

Ben denizlerin aşığı adam

Bana uzak denizler
Evimizin önünde pazar kurulur her hafta

Ben ecelle can pazarlığındayım

Günlerimi aydınlatan güneş değil

Karanlık gecelerin en karanlığındayım
Gönlümde eser rüzgarları Niğde'nin

Bir gariplik çöker üstüme her akşam

Düşündükçe ağlamak gelir içimden

Ağlayamam
Penceremden kimsesiz mezarlar görünür

Ve karşıda ağaçlar içinden tren yolu geçer

Sahillere, sahillere doğru trenler

Dolu dopdolu geçer
Velhasıl bir garip adamım ki Niğde'de

Ömrümüm otuzuncu, evimin beşinci katındayım

Sormayın günlerimin nasıl geçtiğini

Başka sefere anlatayım

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.1.2002 05:07:00",,,,Belirsiz,114
